Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.GraphicsUnit,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,F:System.Drawing.GraphicsUnit.Pixel,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.FontStyle,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.FontStyle,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,F:System.Drawing.FontStyle.Regular,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.Font,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit)",,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.Font,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,65,12,T:System.Drawing.Font,,,,,If mFont.Name <> preferredFont Then
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,65,12,P:System.Drawing.Font.Name,,,,,If mFont.Name <> preferredFont Then
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,36,8,T:System.Windows.Forms.Control,,,,,Me.RenderControl = renderControl
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,28,4,T:System.Windows.Forms.Control,,,,,Private mRenderControl As Control
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,21,4,T:System.Drawing.Graphics,,,,,Private g As Graphics
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,18,4,T:System.Drawing.StringFormat,,,,,Private ReadOnly textFormat As New StringFormat(StringFormat.GenericTypographic)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,17,4,T:System.Drawing.Font,,,,,"Private mFont As Font = New Font(preferredFont, 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,32,4,T:System.Windows.Forms.Control,,,,,"Public Sub New(cpu As X8086, renderControl As Control, Optional fontSource As FontSources = FontSources.BitmapFile, Optional bitmapFontFile As String = """", Optional enableWebUI As Boolean = False)          MyBase.New(cpu)          fontSourceMode = fontSource            Me.RenderControl = renderControl          If enableWebUI Then wui = New WebUI(cpu, videoBMP, chars)            SetupEventHandlers()            Dim fontCGAPath As String = X8086.FixPath(""misc\"" + bitmapFontFile)          Dim fontCGAError As String = """"            Select Case fontSource              Case FontSources.BitmapFile                  If IO.File.Exists(fontCGAPath) Then                      Try                          VideoChar.FontBitmaps = IO.File.ReadAllBytes(fontCGAPath)                          mCellSize = New XSize(8, 16)                      Catch ex As Exception                          fontCGAError = ex.Message                          fontSourceMode = FontSources.TrueType                      End Try                  Else                      fontCGAError = ""File not found""                      fontSourceMode = FontSources.TrueType                  End If              Case FontSources.ROM                  CellSize = New XSize(8, 4)                  VideoChar.BuildFontBitmapsFromROM(8, 4, 4, &HFE000 + &H1A6D, cpu.Memory)                  mCellSize = New XSize(8, 8)          End Select            If fontSourceMode = FontSources.TrueType Then              If mFont.Name <> preferredFont Then                  MsgBox(If(fontSource = FontSources.BitmapFile, ""ASCII VGA Font Data not found at '"" + fontCGAPath + ""'"" + If(fontCGAError <> """", "": "" + fontCGAError, """") +                         vbCrLf + vbCrLf, """") +                         ""CGAWinForms requires the '"" + preferredFont + ""' font. Please install it before using this adapter"", MsgBoxStyle.Information Or MsgBoxStyle.OkOnly)                  mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)                  If mFont.Name <> ""Consolas"" Then                      mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)                      If mFont.Name <> ""Andale Mono"" Then                          mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)                      End If                  End If              End If          End If            textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip      End Sub"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,F:System.Drawing.StringFormatFlags.NoClip,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,F:System.Drawing.StringFormatFlags.FitBlackBox,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,F:System.Drawing.StringFormatFlags.MeasureTrailingSpaces,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,F:System.Drawing.StringFormatFlags.NoWrap,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormat,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,T:System.Drawing.StringFormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,79,8,P:System.Drawing.StringFormat.FormatFlags,,,,,textFormat.FormatFlags = StringFormatFlags.NoWrap Or                                   StringFormatFlags.MeasureTrailingSpaces Or                                   StringFormatFlags.FitBlackBox Or                                   StringFormatFlags.NoClip
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,T:System.Drawing.GraphicsUnit,,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,T:System.Drawing.GraphicsUnit,,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,F:System.Drawing.GraphicsUnit.Pixel,,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,T:System.Drawing.FontStyle,,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,T:System.Drawing.FontStyle,,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,F:System.Drawing.FontStyle.Regular,,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,T:System.Drawing.Font,,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit)",,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,73,24,T:System.Drawing.Font,,,,,"mFont = New Font(""Courier New"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,72,20,T:System.Drawing.Font,,,,,"If mFont.Name <> ""Andale Mono"" Then"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,72,20,P:System.Drawing.Font.Name,,,,,"If mFont.Name <> ""Andale Mono"" Then"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,T:System.Drawing.GraphicsUnit,,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,T:System.Drawing.GraphicsUnit,,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,F:System.Drawing.GraphicsUnit.Pixel,,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,T:System.Drawing.FontStyle,,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,T:System.Drawing.FontStyle,,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,F:System.Drawing.FontStyle.Regular,,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,T:System.Drawing.Font,,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit)",,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,71,20,T:System.Drawing.Font,,,,,"mFont = New Font(""Andale Mono"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,70,16,T:System.Drawing.Font,,,,,"If mFont.Name <> ""Consolas"" Then"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,70,16,P:System.Drawing.Font.Name,,,,,"If mFont.Name <> ""Consolas"" Then"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.GraphicsUnit,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.GraphicsUnit,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,F:System.Drawing.GraphicsUnit.Pixel,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.FontStyle,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.FontStyle,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,F:System.Drawing.FontStyle.Regular,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.Font,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit)",,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,69,16,T:System.Drawing.Font,,,,,"mFont = New Font(""Consolas"", 16, FontStyle.Regular, GraphicsUnit.Pixel)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,65,12,T:System.Drawing.Font,,,,,If mFont.Name <> preferredFont Then
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,65,12,P:System.Drawing.Font.Name,,,,,If mFont.Name <> preferredFont Then
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\CGAWinForms.vb,36,8,T:System.Windows.Forms.Control,,,,,Me.RenderControl = renderControl
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WebUI.vb,80,36,T:System.Windows.Forms.Keys,,,,,"cpu.PPI.PutKeyData(lastKeyUp, True)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WebUI.vb,78,36,T:System.Windows.Forms.Keys,,,,,lastKeyUp = k
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WebUI.vb,77,36,T:System.Windows.Forms.Keys,,,,,If k = lastKeyUp AndAlso Now.Ticks - lastKeyUpTime < 3000000 Then Exit Select
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WebUI.vb,74,36,T:System.Windows.Forms.Keys,,,,,"cpu.PPI.PutKeyData(lastKeyDown, False)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WebUI.vb,72,36,T:System.Windows.Forms.Keys,,,,,lastKeyDown = k
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WebUI.vb,71,36,T:System.Windows.Forms.Keys,,,,,If k = lastKeyDown AndAlso Now.Ticks - lastKeyDownTime < 3000000 Then Exit Select
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WebUI.vb,14,4,T:System.Windows.Forms.Keys,,,,,Private lastKeyUp As Keys
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WebUI.vb,11,4,T:System.Windows.Forms.Keys,,,,,Private lastKeyDown As Keys
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\VGAWinForms.vb,511,16,T:System.Drawing.Graphics,,,,,g = Graphics.FromImage(videoBMP)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\VGAWinForms.vb,511,16,T:System.Drawing.Graphics,,,,,g = Graphics.FromImage(videoBMP)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\VGAWinForms.vb,511,16,M:System.Drawing.Graphics.FromImage(System.Drawing.Image),,,,,g = Graphics.FromImage(videoBMP)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\VGAWinForms.vb,511,16,T:System.Drawing.Graphics,,,,,g = Graphics.FromImage(videoBMP)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\VGAWinForms.vb,510,40,T:System.Drawing.Graphics,,,,,g.Dispose()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,x8086NetEmuRenderers\x8086NetEmuRenderers.vbproj,File,x8086NetEmuRenderers\WinForms\VGAWinForms.vb,510,40,M:System.Drawing.Graphics.Dispose,,,,,g.Dispose()
